order_id,created_at,client_id,manager,status_group,revenue,cost,source,city
ORD-00234,2026-05-13 15:13:03,CLIENT-0381,Мария Орлова,complete,18195,8824.02,Google,Казань
ORD-00235,2026-02-19 01:47:23,CLIENT-0392,Мария Орлова,complete,7228,5345.64,Google,Казань
ORD-00236,2026-03-08 18:46:34,CLIENT-0126,Алексей Кузнецов,complete,53663,26066.88,Referral,Казань
ORD-00237,2026-05-18 19:09:38,CLIENT-0224,Елена Волкова,complete,34420,16484.0,Referral,Казань
ORD-00238,2026-04-09 03:41:38,CLIENT-0203,Елена Волкова,complete,50758,29985.47,,Москва
ORD-00239,2026-03-31 12:32:55,CLIENT-0281,Анна Смирнова,in_progress,42611,28835.97,Website,Санкт-Петербург
ORD-00240,2026-03-07 17:42:19,CLIENT-0314,Мария Орлова,complete,20719,10658.8,Telegram,Казань
ORD-00241,2026-05-21 07:05:23,CLIENT-0079,Алексей Кузнецов,complete,43598,20966.5,Instagram,Москва
ORD-00242,2026-05-25 05:41:08,CLIENT-0018,Дмитрий Соколов,new,27482,17638.84,,Санкт-Петербург
ORD-00243,2026-01-18 04:13:25,CLIENT-0182,Елена Волкова,complete,50983,33296.92,Referral,Казань
ORD-00244,2026-04-06 17:22:00,CLIENT-0139,Дмитрий Соколов,new,52210,24175.95,Referral,Санкт-Петербург
ORD-00245,2026-06-18 08:11:36,CLIENT-0207,Иван Петров,complete,42898,24916.29,Google,Санкт-Петербург
ORD-00246,2026-04-19 20:29:18,CLIENT-0115,Мария Орлова,new,15732,13220.07,Telegram,Санкт-Петербург
ORD-00247,2026-05-23 08:52:52,CLIENT-0277,Елена Волкова,new,78157,51136.39,Website,Новосибирск
ORD-00248,2026-03-12 20:02:15,CLIENT-0183,Иван Петров,complete,26970,17664.82,Google,Казань
ORD-00249,2026-05-12 08:50:59,CLIENT-0011,Мария Орлова,complete,20509,15566.41,Google,Санкт-Петербург
ORD-00250,2026-06-21 04:03:57,CLIENT-0109,Дмитрий Соколов,new,34106,24596.9,Google,Санкт-Петербург
ORD-00251,2026-01-30 04:43:04,CLIENT-0246,Иван Петров,in_progress,5352,2874.18,Instagram,Казань
ORD-00252,2026-02-25 20:49:36,CLIENT-0164,Елена Волкова,in_progress,66988,31974.87,Website,Казань
ORD-00253,2026-01-30 05:36:58,CLIENT-0174,Иван Петров,complete,78089,37938.71,Telegram,Казань
ORD-00254,2026-06-16 17:12:48,CLIENT-0093,Анна Смирнова,complete,45329,20743.42,Referral,Казань
ORD-00255,2026-04-27 07:59:44,CLIENT-0007,Дмитрий Соколов,complete,66908,41241.02,Telegram,Казань
ORD-00256,2026-06-21 12:58:08,CLIENT-0394,Елена Волкова,complete,31495,17678.94,Website,Новосибирск
ORD-00257,2026-02-06 06:56:35,CLIENT-0181,Мария Орлова,complete,25593,14820.03,Google,Екатеринбург
ORD-00258,2026-02-08 10:11:06,CLIENT-0247,Анна Смирнова,complete,61883,31561.55,,Москва
ORD-00259,2026-01-21 08:10:12,CLIENT-0260,Алексей Кузнецов,new,12243,5698.03,Instagram,Казань
ORD-00260,2026-02-20 10:58:47,CLIENT-0198,Елена Волкова,complete,68165,41517.19,Instagram,Новосибирск
ORD-00261,2026-05-21 19:34:51,CLIENT-0189,Алексей Кузнецов,complete,9761,7674.97,Referral,Санкт-Петербург
ORD-00262,2026-01-07 17:42:21,CLIENT-0227,Мария Орлова,complete,42793,33829.12,Website,Санкт-Петербург
ORD-00263,2026-05-23 12:16:57,CLIENT-0291,Анна Смирнова,complete,8906,7406.89,Telegram,Екатеринбург
ORD-00264,2026-02-27 23:46:16,CLIENT-0313,Дмитрий Соколов,new,33666,27059.86,Google,Санкт-Петербург
ORD-00265,2026-02-23 09:35:55,CLIENT-0135,Анна Смирнова,cancel,64069,31991.99,Google,Казань
ORD-00266,2026-05-31 10:36:51,CLIENT-0284,Алексей Кузнецов,complete,72502,41562.72,Website,Новосибирск
ORD-00267,2026-02-22 21:04:58,CLIENT-0159,Анна Смирнова,in_progress,71147,49535.49,Instagram,Казань
ORD-00268,2026-01-12 11:33:23,CLIENT-0195,Елена Волкова,complete,47625,23699.38,Website,Санкт-Петербург
ORD-00269,2026-01-26 01:10:52,CLIENT-0106,Дмитрий Соколов,complete,72889,45697.31,Google,Москва
ORD-00270,2026-06-08 21:35:18,CLIENT-0244,Елена Волкова,complete,61115,37210.81,Telegram,Москва
ORD-00271,2026-02-03 10:07:29,CLIENT-0149,Анна Смирнова,cancel,61977,39994.73,Referral,Екатеринбург
ORD-00272,2026-04-25 10:37:00,CLIENT-0344,Елена Волкова,complete,6612,4447.05,Google,Санкт-Петербург
ORD-00273,2026-03-11 05:34:14,CLIENT-0383,Алексей Кузнецов,complete,16322,9880.2,Instagram,Новосибирск
ORD-00274,2026-04-09 22:42:31,CLIENT-0219,Елена Волкова,new,55592,37047.23,Referral,Новосибирск
ORD-00275,2026-02-24 11:45:43,CLIENT-0313,Анна Смирнова,in_progress,48868,40975.78,Google,Новосибирск
ORD-00276,2026-01-18 11:30:51,CLIENT-0233,Мария Орлова,new,16494,10227.62,Google,Екатеринбург
ORD-00277,2026-04-12 06:59:10,CLIENT-0229,Дмитрий Соколов,complete,53794,34688.91,Telegram,Казань
ORD-00278,2026-01-19 20:01:29,CLIENT-0251,Анна Смирнова,complete,40960,21285.2,Google,Новосибирск
ORD-00279,2026-06-05 21:35:35,CLIENT-0254,Елена Волкова,new,44757,25804.16,,Казань
ORD-00280,2026-02-05 05:32:29,CLIENT-0354,Елена Волкова,complete,63632,36862.84,Telegram,Санкт-Петербург
ORD-00281,2026-05-22 08:24:35,CLIENT-0165,Иван Петров,complete,35155,16545.75,Referral,Казань
ORD-00282,2026-03-18 16:06:12,CLIENT-0339,Анна Смирнова,in_progress,50391,34774.71,Referral,Казань
ORD-00283,2026-05-07 05:46:10,CLIENT-0090,Дмитрий Соколов,complete,53407,38342.43,Google,Казань
ORD-00284,2026-01-29 18:46:17,CLIENT-0314,Анна Смирнова,complete,32123,17460.84,Telegram,Казань
ORD-00285,2026-06-09 01:23:06,CLIENT-0209,Иван Петров,new,49012,23883.5,,Екатеринбург
ORD-00286,2026-05-19 04:47:37,CLIENT-0327,Елена Волкова,new,60279,34974.99,Referral,Казань
ORD-00287,2026-05-11 10:07:26,CLIENT-0076,Елена Волкова,in_progress,73496,37792.26,Google,Екатеринбург
ORD-00288,2026-05-31 01:28:57,CLIENT-0376,Мария Орлова,new,46756,32386.94,Website,Екатеринбург
ORD-00289,2026-05-29 16:25:49,CLIENT-0355,Алексей Кузнецов,complete,25826,13959.53,Instagram,Москва
ORD-00290,2026-01-18 13:55:02,CLIENT-0074,Дмитрий Соколов,new,64457,43568.05,Google,Санкт-Петербург
ORD-00291,2026-04-23 04:29:42,CLIENT-0271,Анна Смирнова,cancel,53283,34104.86,Instagram,Санкт-Петербург
ORD-00292,2026-05-12 17:00:04,CLIENT-0266,Иван Петров,complete,42849,20004.62,Google,Москва
ORD-00293,2026-03-23 05:06:10,CLIENT-0334,Мария Орлова,new,78592,51799.33,Instagram,Санкт-Петербург
ORD-00294,2026-03-15 03:39:38,CLIENT-0189,Анна Смирнова,complete,53293,32751.45,,Санкт-Петербург
ORD-00295,2026-06-17 11:54:44,CLIENT-0202,Елена Волкова,in_progress,5732,3132.05,Instagram,Новосибирск
ORD-00296,2026-02-08 13:42:46,CLIENT-0221,Мария Орлова,new,72111,32668.77,Referral,Новосибирск
ORD-00297,2026-05-31 08:36:14,CLIENT-0399,Дмитрий Соколов,complete,52067,42294.37,Telegram,Москва
ORD-00298,2026-02-24 00:38:18,CLIENT-0031,Анна Смирнова,new,71571,42629.34,Telegram,Москва
ORD-00299,2026-03-14 11:46:11,CLIENT-0148,Дмитрий Соколов,complete,50896,25548.16,Google,Москва
ORD-00300,2026-03-02 14:44:27,CLIENT-0279,Иван Петров,complete,59493,28957.78,Website,Санкт-Петербург
ORD-00301,2026-02-16 02:51:20,CLIENT-0124,Елена Волкова,complete,74421,61814.4,Referral,Новосибирск
ORD-00302,2026-03-03 05:38:07,CLIENT-0313,Мария Орлова,complete,11814,6311.9,Referral,Москва
ORD-00303,2026-06-09 04:15:47,CLIENT-0335,Иван Петров,new,28675,14177.95,Instagram,Екатеринбург
ORD-00304,2026-03-15 08:38:54,CLIENT-0294,Мария Орлова,new,66906,46469.15,Telegram,Новосибирск
ORD-00305,2026-01-24 15:41:46,CLIENT-0318,Анна Смирнова,complete,6798,3811.68,Instagram,Казань
ORD-00306,2026-04-11 23:47:32,CLIENT-0089,Алексей Кузнецов,complete,10174,5672.54,Website,Новосибирск
ORD-00307,2026-04-18 19:52:47,CLIENT-0338,Дмитрий Соколов,complete,45071,29475.82,Telegram,Новосибирск
ORD-00308,2026-01-08 20:47:51,CLIENT-0113,Иван Петров,complete,65574,49233.27,Telegram,Санкт-Петербург
ORD-00309,2026-02-27 12:58:09,CLIENT-0159,Елена Волкова,complete,36970,29138.96,Website,Казань
ORD-00310,2026-05-29 13:17:44,CLIENT-0020,Дмитрий Соколов,complete,21083,17910.21,Telegram,Екатеринбург
ORD-00311,2026-04-10 21:27:07,CLIENT-0395,Иван Петров,complete,4919,3271.59,Telegram,Новосибирск
ORD-00312,2026-04-22 16:44:57,CLIENT-0290,Иван Петров,complete,68784,49977.37,Telegram,Казань
ORD-00313,2026-01-29 18:37:13,CLIENT-0230,Алексей Кузнецов,complete,78081,64116.87,Google,Екатеринбург
ORD-00314,2026-04-06 19:44:22,CLIENT-0029,Иван Петров,complete,8725,4582.24,Website,Москва
ORD-00315,2026-02-10 21:53:47,CLIENT-0077,Анна Смирнова,in_progress,29282,15073.2,Google,Москва
ORD-00316,2026-02-25 04:20:13,CLIENT-0315,Елена Волкова,complete,76755,47904.5,Google,Санкт-Петербург
ORD-00317,2026-06-15 19:29:06,CLIENT-0145,Алексей Кузнецов,in_progress,5852,3644.32,Referral,Новосибирск
ORD-00318,2026-06-16 10:26:24,CLIENT-0388,Алексей Кузнецов,in_progress,7462,6136.74,Telegram,Казань
ORD-00319,2026-04-03 22:33:25,CLIENT-0118,Иван Петров,cancel,26448,20250.56,Referral,Казань
ORD-00320,2026-06-16 00:55:49,CLIENT-0080,Дмитрий Соколов,in_progress,31526,16949.11,Website,Екатеринбург
ORD-00321,2026-03-28 13:16:56,CLIENT-0135,Дмитрий Соколов,complete,3240,2069.93,Website,Казань
ORD-00322,2026-05-11 12:21:00,CLIENT-0394,Елена Волкова,complete,52879,37812.05,Telegram,Москва
ORD-00323,2026-05-31 08:45:10,CLIENT-0360,Анна Смирнова,complete,15987,12860.76,Website,Екатеринбург
ORD-00324,2026-04-09 13:36:15,CLIENT-0092,Дмитрий Соколов,in_progress,67445,45861.03,Instagram,Екатеринбург
ORD-00325,2026-01-21 18:26:33,CLIENT-0387,Алексей Кузнецов,complete,75567,63379.91,Google,Санкт-Петербург
ORD-00326,2026-03-17 12:33:14,CLIENT-0327,Елена Волкова,new,53939,37568.62,Google,Казань
ORD-00327,2026-03-02 19:30:23,CLIENT-0055,Анна Смирнова,complete,69679,54485.89,Telegram,Екатеринбург
ORD-00328,2026-02-16 07:43:48,CLIENT-0376,Мария Орлова,cancel,6209,4188.65,Referral,Новосибирск
ORD-00329,2026-04-27 13:44:11,CLIENT-0195,Елена Волкова,in_progress,14097,8634.93,Google,Санкт-Петербург
ORD-00330,2026-02-10 02:56:10,CLIENT-0193,Алексей Кузнецов,complete,33541,21927.63,Referral,Екатеринбург
ORD-00331,2026-06-12 08:05:17,CLIENT-0313,Иван Петров,complete,62545,30241.44,Google,Москва
ORD-00332,2026-06-15 15:32:03,CLIENT-0276,Мария Орлова,complete,49456,28345.85,Instagram,Казань
ORD-00333,2026-05-20 18:19:59,CLIENT-0309,Анна Смирнова,complete,71974,39583.07,Google,Санкт-Петербург
ORD-00334,2026-04-15 06:02:34,CLIENT-0301,Алексей Кузнецов,complete,45304,33325.09,Google,Казань
ORD-00335,2026-01-16 08:48:14,CLIENT-0044,Анна Смирнова,new,34677,27548.15,Telegram,Санкт-Петербург
ORD-00336,2026-05-21 21:02:40,CLIENT-0362,Иван Петров,cancel,12701,7321.85,Google,Новосибирск
ORD-00337,2026-05-09 02:35:43,CLIENT-0370,Елена Волкова,complete,43737,33185.82,Website,Новосибирск
ORD-00338,2026-04-08 14:08:52,CLIENT-0238,Елена Волкова,new,33264,16563.04,Website,Новосибирск
ORD-00339,2026-06-30 19:18:17,CLIENT-0057,Анна Смирнова,cancel,63052,39286.43,Google,Казань
ORD-00340,2026-05-09 22:17:19,CLIENT-0179,Иван Петров,complete,43372,24099.51,Telegram,Москва
ORD-00341,2026-06-30 18:21:41,CLIENT-0040,Дмитрий Соколов,complete,60842,28410.52,Telegram,Казань
ORD-00342,2026-06-04 08:12:20,CLIENT-0100,Анна Смирнова,complete,17558,9257.05,Website,Екатеринбург
ORD-00343,2026-02-01 16:14:46,CLIENT-0244,Елена Волкова,complete,6770,4561.57,Google,Москва
ORD-00344,2026-05-07 12:08:48,CLIENT-0296,Елена Волкова,new,20973,12125.07,Google,Казань
ORD-00345,2026-05-15 02:40:48,CLIENT-0278,Алексей Кузнецов,new,39662,23431.04,Telegram,Екатеринбург
ORD-00346,2026-02-17 21:46:09,CLIENT-0246,Анна Смирнова,complete,14600,7620.87,Instagram,Екатеринбург
ORD-00347,2026-05-10 22:02:16,CLIENT-0075,Алексей Кузнецов,new,9772,7705.12,Google,Москва
ORD-00348,2026-03-20 19:34:49,CLIENT-0034,Иван Петров,complete,68874,55211.4,Website,Санкт-Петербург
ORD-00349,2026-02-11 02:13:47,CLIENT-0023,Мария Орлова,complete,74342,41530.36,Google,Новосибирск
ORD-00350,2026-04-17 22:19:44,CLIENT-0275,Елена Волкова,new,77654,43229.47,Instagram,Санкт-Петербург
ORD-00351,2026-05-06 13:59:01,CLIENT-0207,Иван Петров,in_progress,24587,11581.61,Referral,Санкт-Петербург
ORD-00352,2026-06-08 15:44:17,CLIENT-0090,Анна Смирнова,complete,59372,37995.26,Referral,Екатеринбург
ORD-00353,2026-03-06 13:15:37,CLIENT-0033,Елена Волкова,cancel,56056,44796.98,Google,Новосибирск
ORD-00354,2026-02-26 22:32:10,CLIENT-0299,Алексей Кузнецов,complete,59713,46384.75,Google,Казань
ORD-00355,2026-03-22 04:13:43,CLIENT-0318,Анна Смирнова,complete,77229,41822.1,Referral,Екатеринбург
ORD-00356,2026-01-23 04:38:32,CLIENT-0253,Алексей Кузнецов,new,57982,46392.64,Google,Москва
ORD-00357,2026-01-23 17:35:32,CLIENT-0263,Мария Орлова,complete,33699,21293.16,Google,Москва
ORD-00358,2026-04-23 19:43:31,CLIENT-0086,Мария Орлова,complete,46905,23542.45,Telegram,Новосибирск
ORD-00359,2026-05-01 23:22:17,CLIENT-0131,Мария Орлова,complete,6630,5530.54,Google,Москва
ORD-00360,2026-02-09 14:06:36,CLIENT-0113,Иван Петров,in_progress,70434,50366.14,Telegram,Санкт-Петербург
ORD-00361,2026-03-09 03:38:31,CLIENT-0348,Дмитрий Соколов,complete,62353,49651.47,Instagram,Москва
ORD-00362,2026-02-08 23:23:23,CLIENT-0143,Мария Орлова,complete,7459,3533.2,Google,Санкт-Петербург
ORD-00363,2026-02-15 23:48:18,CLIENT-0176,Анна Смирнова,complete,47222,21571.74,Google,Казань
ORD-00364,2026-06-19 16:21:03,CLIENT-0092,Алексей Кузнецов,complete,28975,17601.81,Google,Москва
ORD-00365,2026-05-20 05:31:28,CLIENT-0270,Алексей Кузнецов,new,73568,57128.81,Google,Санкт-Петербург
ORD-00366,2026-04-28 22:17:04,CLIENT-0021,Дмитрий Соколов,cancel,60394,31739.65,Website,Новосибирск
ORD-00367,2026-03-20 02:40:42,CLIENT-0290,Иван Петров,complete,38634,24226.21,Referral,Новосибирск
ORD-00368,2026-03-18 11:17:13,CLIENT-0261,Дмитрий Соколов,complete,24020,18834.53,Website,Екатеринбург
ORD-00369,2026-01-25 10:55:33,CLIENT-0147,Дмитрий Соколов,in_progress,57131,42810.38,,Новосибирск
ORD-00370,2026-03-23 21:06:21,CLIENT-0279,Дмитрий Соколов,complete,34475,20462.06,Referral,Екатеринбург
ORD-00371,2026-05-07 07:32:48,CLIENT-0200,Елена Волкова,new,12499,6940.96,Google,Казань
ORD-00372,2026-02-28 16:36:47,CLIENT-0078,Иван Петров,in_progress,66376,32803.43,Google,Санкт-Петербург
ORD-00373,2026-06-16 13:43:59,CLIENT-0030,Елена Волкова,complete,64381,49195.28,Telegram,Новосибирск
ORD-00374,2026-01-20 09:37:01,CLIENT-0164,Дмитрий Соколов,complete,60387,29844.03,Referral,Новосибирск
ORD-00375,2026-04-20 14:10:38,CLIENT-0219,Дмитрий Соколов,in_progress,60853,41039.9,Telegram,Новосибирск
ORD-00376,2026-02-03 07:28:51,CLIENT-0181,Иван Петров,in_progress,9926,5778.27,,Екатеринбург
ORD-00377,2026-04-12 20:13:03,CLIENT-0369,Дмитрий Соколов,cancel,26214,13319.96,Referral,Москва
ORD-00378,2026-02-17 09:44:44,CLIENT-0271,Дмитрий Соколов,complete,33558,19912.9,Referral,Санкт-Петербург
ORD-00379,2026-05-12 06:17:50,CLIENT-0218,Дмитрий Соколов,in_progress,21127,14972.62,Instagram,Москва
ORD-00380,2026-02-17 14:26:50,CLIENT-0203,Елена Волкова,new,35609,18241.08,Telegram,Казань
ORD-00381,2026-03-15 19:27:43,CLIENT-0042,Иван Петров,complete,66172,53608.26,Instagram,Санкт-Петербург
ORD-00382,2026-02-11 00:04:33,CLIENT-0013,Анна Смирнова,cancel,14905,6755.91,Google,Новосибирск
ORD-00383,2026-03-22 21:27:23,CLIENT-0054,Алексей Кузнецов,complete,37605,25297.63,Website,Санкт-Петербург
ORD-00384,2026-06-15 05:47:59,CLIENT-0194,Мария Орлова,new,6479,4546.78,Website,Казань
ORD-00385,2026-01-16 16:34:14,CLIENT-0006,Мария Орлова,complete,60555,34933.21,Website,Новосибирск
ORD-00386,2026-01-07 15:19:17,CLIENT-0354,Алексей Кузнецов,complete,61540,48722.45,Website,Новосибирск
ORD-00387,2026-06-01 20:35:53,CLIENT-0397,Алексей Кузнецов,cancel,5294,2406.67,Instagram,Казань
ORD-00388,2026-05-20 02:27:28,CLIENT-0147,Елена Волкова,complete,21765,17876.93,Instagram,Новосибирск
ORD-00389,2026-01-19 11:08:04,CLIENT-0299,Елена Волкова,complete,64494,47675.81,Referral,Казань
ORD-00390,2026-01-11 15:54:49,CLIENT-0304,Анна Смирнова,complete,54222,36092.11,Telegram,Казань
ORD-00391,2026-05-21 00:41:00,CLIENT-0340,Дмитрий Соколов,complete,75898,61465.36,Google,Москва
ORD-00392,2026-01-29 19:45:55,CLIENT-0251,Дмитрий Соколов,cancel,54501,30204.41,Website,Казань
ORD-00393,2026-05-23 18:07:02,CLIENT-0131,Иван Петров,cancel,53884,30157.12,,Москва
ORD-00394,2026-03-06 11:40:29,CLIENT-0041,Иван Петров,complete,34149,15934.26,Google,Москва
ORD-00395,2026-02-04 17:14:38,CLIENT-0178,Алексей Кузнецов,new,36063,22213.97,Google,Екатеринбург
ORD-00396,2026-01-25 09:02:53,CLIENT-0088,Елена Волкова,in_progress,78251,50529.67,Telegram,Новосибирск
ORD-00397,2026-02-21 20:36:38,CLIENT-0037,Иван Петров,complete,45726,30272.68,Referral,Москва
ORD-00398,2026-02-06 06:20:19,CLIENT-0340,Мария Орлова,new,14419,6492.35,Google,Екатеринбург
ORD-00399,2026-04-15 19:39:13,CLIENT-0061,Дмитрий Соколов,cancel,36349,23025.41,Referral,Санкт-Петербург
ORD-00400,2026-04-15 17:50:28,CLIENT-0382,Мария Орлова,complete,19466,12728.48,Referral,Новосибирск
ORD-00401,2026-06-09 01:29:45,CLIENT-0192,Анна Смирнова,complete,23358,13078.47,Telegram,Казань
ORD-00402,2026-01-26 12:03:22,CLIENT-0248,Анна Смирнова,complete,3974,2154.02,Telegram,Новосибирск
ORD-00403,2026-01-13 04:41:51,CLIENT-0028,Дмитрий Соколов,complete,60670,30017.98,Instagram,Екатеринбург
ORD-00404,2026-04-13 09:56:14,CLIENT-0124,Мария Орлова,cancel,33067,25939.85,Telegram,Москва
ORD-00405,2026-02-27 22:43:58,CLIENT-0142,Иван Петров,new,66405,32284.27,Google,Новосибирск
ORD-00406,2026-03-22 12:00:27,CLIENT-0342,Анна Смирнова,new,60621,47239.02,,Санкт-Петербург
ORD-00407,2026-05-09 07:15:44,CLIENT-0129,Анна Смирнова,complete,45798,26972.14,Instagram,Москва
ORD-00408,2026-05-08 07:49:07,CLIENT-0009,Анна Смирнова,cancel,73252,33430.61,Referral,Санкт-Петербург
ORD-00409,2026-04-27 17:47:00,CLIENT-0189,Мария Орлова,cancel,12576,7802.88,Website,Санкт-Петербург
ORD-00410,2026-06-06 17:01:09,CLIENT-0351,Мария Орлова,cancel,47440,32224.55,Website,Екатеринбург
ORD-00411,2026-01-08 07:48:58,CLIENT-0315,Алексей Кузнецов,cancel,39157,29731.06,Google,Санкт-Петербург
ORD-00412,2026-01-27 23:59:59,CLIENT-0055,Иван Петров,complete,40069,29522.96,Instagram,Санкт-Петербург
ORD-00413,2026-01-25 08:58:53,CLIENT-0151,Елена Волкова,complete,73184,45792.53,Telegram,Москва
ORD-00414,2026-06-16 02:44:09,CLIENT-0243,Алексей Кузнецов,in_progress,79943,42614.32,Website,Новосибирск
ORD-00415,2026-06-08 02:15:09,CLIENT-0338,Дмитрий Соколов,cancel,24629,19959.24,Instagram,Казань
ORD-00416,2026-02-11 15:52:04,CLIENT-0129,Елена Волкова,complete,41404,31681.77,Referral,Казань
ORD-00417,2026-03-04 12:19:46,CLIENT-0143,Елена Волкова,complete,71339,41267.4,Google,Екатеринбург
ORD-00418,2026-04-18 23:04:55,CLIENT-0172,Мария Орлова,in_progress,23929,13541.73,,Новосибирск
ORD-00419,2026-01-12 01:05:42,CLIENT-0197,Елена Волкова,cancel,67865,50106.94,Google,Санкт-Петербург
ORD-00420,2026-04-13 15:19:29,CLIENT-0056,Дмитрий Соколов,complete,43039,20058.83,,Казань
ORD-00421,2026-05-31 16:48:22,CLIENT-0365,Иван Петров,in_progress,49441,32514.83,Google,Москва
ORD-00422,2026-04-09 16:29:33,CLIENT-0382,Дмитрий Соколов,complete,6416,3319.56,Telegram,Екатеринбург
ORD-00423,2026-05-11 01:34:16,CLIENT-0255,Елена Волкова,in_progress,24621,11512.23,Telegram,Москва
ORD-00424,2026-03-28 06:42:15,CLIENT-0171,Елена Волкова,complete,9536,8101.51,Telegram,Новосибирск
ORD-00425,2026-01-31 09:47:17,CLIENT-0325,Дмитрий Соколов,complete,14656,8568.35,Telegram,Санкт-Петербург
ORD-00426,2026-05-03 22:21:24,CLIENT-0328,Алексей Кузнецов,cancel,66612,53074.68,Telegram,Санкт-Петербург
ORD-00427,2026-04-29 17:07:42,CLIENT-0093,Алексей Кузнецов,in_progress,37087,28273.39,Website,Новосибирск
ORD-00428,2026-04-16 13:31:54,CLIENT-0131,Анна Смирнова,in_progress,10067,6451.82,Instagram,Москва
ORD-00429,2026-01-12 02:38:56,CLIENT-0002,Мария Орлова,complete,77339,50371.71,Website,Москва
ORD-00430,2026-04-29 11:17:20,CLIENT-0400,Елена Волкова,complete,29203,13989.67,Website,Новосибирск
ORD-00431,2026-02-17 20:33:00,CLIENT-0350,Иван Петров,complete,31876,26096.01,Google,Екатеринбург
ORD-00432,2026-03-18 18:43:31,CLIENT-0400,Алексей Кузнецов,complete,26039,12273.55,Telegram,Санкт-Петербург
ORD-00433,2026-05-24 09:05:58,CLIENT-0172,Дмитрий Соколов,new,62235,41449.09,Referral,Казань
ORD-00434,2026-05-14 22:43:33,CLIENT-0150,Дмитрий Соколов,complete,53934,29607.76,Website,Санкт-Петербург
ORD-00435,2026-01-23 07:30:05,CLIENT-0113,Анна Смирнова,complete,39113,25427.83,Website,Екатеринбург
ORD-00436,2026-01-15 16:23:08,CLIENT-0165,Дмитрий Соколов,new,39132,20250.42,Google,Москва
ORD-00437,2026-01-29 09:12:24,CLIENT-0134,Иван Петров,complete,36753,19659.62,Telegram,Санкт-Петербург
ORD-00438,2026-02-26 01:17:28,CLIENT-0183,Мария Орлова,in_progress,51044,31253.21,Website,Казань
ORD-00439,2026-04-26 23:35:18,CLIENT-0200,Мария Орлова,complete,79034,46838.28,Google,Москва
ORD-00440,2026-02-27 09:36:20,CLIENT-0173,Дмитрий Соколов,complete,43306,20185.12,Referral,Екатеринбург
ORD-00441,2026-02-27 01:28:38,CLIENT-0188,Дмитрий Соколов,complete,59540,36882.38,Referral,Новосибирск
ORD-00442,2026-05-15 01:26:11,CLIENT-0042,Анна Смирнова,complete,40910,32955.51,,Казань
ORD-00443,2026-03-31 20:29:21,CLIENT-0193,Елена Волкова,complete,53070,26494.7,Google,Санкт-Петербург
ORD-00444,2026-06-05 08:50:26,CLIENT-0352,Елена Волкова,complete,65615,39596.23,Google,Москва
ORD-00445,2026-01-07 04:33:22,CLIENT-0086,Алексей Кузнецов,in_progress,60601,46899.99,Telegram,Екатеринбург
ORD-00446,2026-05-17 15:49:27,CLIENT-0062,Елена Волкова,complete,35765,27009.57,Telegram,Москва
ORD-00447,2026-07-02 03:38:37,CLIENT-0160,Анна Смирнова,in_progress,31129,14685.64,Website,Санкт-Петербург
ORD-00448,2026-06-16 11:29:27,CLIENT-0067,Анна Смирнова,complete,38183,28870.77,Google,Санкт-Петербург
ORD-00449,2026-01-30 02:00:42,CLIENT-0251,Иван Петров,in_progress,54456,36291.01,Google,Новосибирск
ORD-00450,2026-05-02 09:45:40,CLIENT-0097,Дмитрий Соколов,new,22875,12531.16,Website,Санкт-Петербург
ORD-00451,2026-02-13 07:44:10,CLIENT-0041,Мария Орлова,cancel,78245,63915.1,Telegram,Санкт-Петербург
ORD-00452,2026-01-15 20:32:36,CLIENT-0364,Анна Смирнова,complete,75982,62070.79,Instagram,Екатеринбург
ORD-00453,2026-02-03 12:54:21,CLIENT-0189,Дмитрий Соколов,complete,60080,44857.51,Google,Екатеринбург
ORD-00454,2026-03-25 05:04:37,CLIENT-0025,Елена Волкова,complete,27038,12733.05,,Новосибирск
ORD-00455,2026-05-23 00:11:40,CLIENT-0103,Елена Волкова,complete,49146,25187.01,Instagram,Казань
ORD-00456,2026-01-31 09:36:36,CLIENT-0341,Анна Смирнова,new,31885,17953.45,Google,Новосибирск
ORD-00457,2026-02-22 09:23:11,CLIENT-0032,Дмитрий Соколов,complete,42411,27434.78,Telegram,Москва
ORD-00458,2026-04-15 06:17:04,CLIENT-0389,Алексей Кузнецов,complete,59185,26928.87,Instagram,Санкт-Петербург
ORD-00459,2026-01-19 13:21:10,CLIENT-0084,Иван Петров,in_progress,9683,7218.76,Referral,Екатеринбург
ORD-00460,2026-02-26 23:30:59,CLIENT-0331,Алексей Кузнецов,complete,58904,27184.66,Instagram,Новосибирск
ORD-00461,2026-05-03 22:19:46,CLIENT-0335,Дмитрий Соколов,cancel,76372,53522.72,Referral,Казань
ORD-00462,2026-06-24 12:16:29,CLIENT-0074,Елена Волкова,complete,26393,16649.61,Telegram,Новосибирск
ORD-00463,2026-01-07 13:48:11,CLIENT-0197,Мария Орлова,complete,12300,8961.37,Referral,Санкт-Петербург
ORD-00464,2026-06-23 21:53:43,CLIENT-0087,Елена Волкова,complete,66050,54924.28,Google,Казань
ORD-00465,2026-01-20 06:18:37,CLIENT-0121,Анна Смирнова,cancel,78291,60526.95,Website,Казань
ORD-00466,2026-06-01 20:26:07,CLIENT-0046,Дмитрий Соколов,cancel,7806,5458.44,Website,Санкт-Петербург
ORD-00467,2026-03-08 21:29:49,CLIENT-0023,Дмитрий Соколов,new,21386,16625.93,Website,Санкт-Петербург
